시도,시군구,사고월,사고년도,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
시도,시군구,사고월,사고년도,01일,02일,03일,04일,05일,06일,07일,08일,09일,10일,11일,12일,13일,14일,15일,16일,17일,18일,19일,20일,21일,22일,23일,24일,25일,26일,27일,28일,29일,30일,31일
서울,영등포구,01월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-,0,0,0,0,0,0,0,0,0,0
서울,영등포구,01월,부상[명],6,6,9,6,4,12,7,1,4,5,4,4,6,3,6,3,8,19,6,9,-,1,9,12,3,5,9,15,9,5,7
서울,영등포구,02월,사고[건],7,5,2,5,5,6,6,7,5,3,10,6,5,6,3,7,7,7,6,6,8,-,5,8,6,2,4,3,-,-,-
서울,영등포구,02월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,-,-,-
서울,영등포구,02월,부상[명],11,7,2,6,5,6,7,7,6,4,12,11,10,8,6,13,8,10,7,9,8,-,7,12,8,3,4,6,-,-,-
서울,영등포구,03월,사고[건],2,5,5,10,6,2,4,3,6,4,5,2,5,8,5,4,4,5,6,1,13,5,2,5,6,3,3,6,3,4,4
서울,영등포구,03월,사망[명],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,03월,부상[명],5,5,5,13,7,2,5,6,5,6,5,3,6,9,5,4,5,10,9,1,20,7,2,6,8,4,3,11,3,4,8
서울,영등포구,04월,사고[건],6,5,6,7,2,5,9,3,3,3,6,3,5,1,-,2,1,5,10,8,2,3,4,4,6,7,4,7,8,8,-
서울,영등포구,04월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
서울,영등포구,04월,부상[명],12,5,6,8,2,5,13,6,3,3,6,3,18,1,-,4,1,8,15,13,6,5,6,5,7,7,4,9,11,17,-
서울,영등포구,05월,사고[건],6,3,6,6,3,3,2,5,2,8,8,1,6,6,12,5,8,5,7,10,3,3,4,6,7,3,7,3,5,1,1
서울,영등포구,05월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
서울,영등포구,05월,부상[명],6,3,7,6,6,4,2,16,2,11,11,1,6,12,13,6,11,5,7,17,4,3,4,9,11,6,8,9,5,1,1
서울,영등포구,06월,사고[건],3,6,4,2,4,4,5,7,6,5,3,8,5,4,7,8,5,4,5,4,4,1,6,4,2,4,6,1,6,6,-
서울,영등포구,06월,사망[명],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
서울,영등포구,06월,부상[명],5,8,7,2,5,6,6,7,7,5,6,14,6,4,13,8,7,7,5,5,7,2,10,10,3,5,6,1,7,8,-
